what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.views,3.4.0.I20090525-2000,"org.eclipse.ui.views.PropertySheet",1557946075446
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1557946079194
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1557946080770
activated,editor,utn.frsf.cidisi.idemia.diagram,1.0.0.201011251812,"utn.frsf.cidisi.idemia.diagram.part.IdemiaDiagramEditorID",1557946081887
activated,view,org.eclipse.ui.views,3.4.0.I20090525-2000,"org.eclipse.ui.views.PropertySheet",1557946105517
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1557946108301
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1557946118563
activated,editor,utn.frsf.cidisi.idemia.diagram,1.0.0.201011251812,"utn.frsf.cidisi.idemia.diagram.part.IdemiaDiagramEditorID",1557946119638
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1557946126508
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1557946130985
activated,view,org.eclipse.ui.views,3.4.0.I20090525-2000,"org.eclipse.ui.views.PropertySheet",1557946134633
activated,editor,utn.frsf.cidisi.idemia.diagram,1.0.0.201011251812,"utn.frsf.cidisi.idemia.diagram.part.IdemiaDiagramEditorID",1557946141577
activated,view,org.eclipse.ui.views,3.4.0.I20090525-2000,"org.eclipse.ui.views.PropertySheet",1557946147379
activated,editor,utn.frsf.cidisi.idemia.diagram,1.0.0.201011251812,"utn.frsf.cidisi.idemia.diagram.part.IdemiaDiagramEditorID",1557946152323
activated,view,org.eclipse.ui.views,3.4.0.I20090525-2000,"org.eclipse.ui.views.PropertySheet",1557946155694
activated,editor,utn.frsf.cidisi.idemia.diagram,1.0.0.201011251812,"utn.frsf.cidisi.idemia.diagram.part.IdemiaDiagramEditorID",1557946160481
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1557946161942
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1557946173444
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1557946215901
