what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1557951204615
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1557951205597
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1557951206122
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1557951224174
started,bundle,org.eclipse.mylyn.java.tasks,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.java.tasks",1557951229380
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1557951282354
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1557951284440
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.properties",1557951284488
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1557951304859
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1557951316401
opened,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.ClassFileEditor",1557951353341
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.ClassFileEditor",1557951353648
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1557951368352
closed,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.ClassFileEditor",1557951368353
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1557951387729
opened,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1557951389303
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1557951389520
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1557951391544
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1557951393972
closed,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1557951394056
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1557951397905
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1557951402848
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.saveAs",1557951402890
activated,editor,utn.frsf.cidisi.idemia.diagram,1.0.0.201011251812,"utn.frsf.cidisi.idemia.diagram.part.IdemiaDiagramEditorID",1557951405743
closed,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1557951405826
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1557951418650
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1557951421395
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.saveAs",1557951421436
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1557951428237
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1557951431003
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.saveAs",1557951431041
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1557951440415
activated,editor,utn.frsf.cidisi.idemia.diagram,1.0.0.201011251812,"utn.frsf.cidisi.idemia.diagram.part.IdemiaDiagramEditorID",1557951475949
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1557951480534
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1557955725697
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1557955731135
opened,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1557955731559
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1557955732044
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1557955756900
opened,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1557955757194
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1557955757451
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1557955759877
opened,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1557955760133
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1557955760236
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1557955769541
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1557955780323
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1557955804901
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1557955806418
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1557955812112
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1557955817929
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1557955835030
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1557955835768
started,bundle,org.eclipse.jdt.apt.core,3.3.200.v20090528-1135,"org.eclipse.jdt.apt.core",1557955836092
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.200.v20090526-2130,"org.eclipse.jdt.apt.pluggable.core",1557955836283
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1557955837110
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1557955840171
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1557955843116
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1557955843512
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1557955854104
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1557955855448
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1557955863141
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1557955907223
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1557956102879
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.import",1557956102935
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.import",1557956102935
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1557956113485
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1557956121105
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1557956125242
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1557956153255
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.import",1557956153275
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.import",1557956153275
started,bundle,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui",1557956157582
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1557956195442
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1557956197374
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1557956197394
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.refresh",1557956200632
started,bundle,org.eclipse.jdt.debug,3.5.0.v20090526,"org.eclipse.jdt.debug",1557956207299
started,bundle,org.eclipse.jdt.debug.ui,3.4.0.v20090527,"org.eclipse.jdt.debug.ui",1557956207412
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1557956207485
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1557956209635
started,bundle,org.eclipse.wst.sse.core,1.1.402.v201001251516,"org.eclipse.wst.sse.core",1557956210115
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1557956226662
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1557956251068
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1557956251791
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1557956253159
opened,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1557956264097
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1557956264298
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1557956280281
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1557956303619
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1557956330154
activated,editor,utn.frsf.cidisi.idemia.diagram,1.0.0.201011251812,"utn.frsf.cidisi.idemia.diagram.part.IdemiaDiagramEditorID",1557956342367
activated,editor,utn.frsf.cidisi.idemia.diagram,1.0.0.201011251812,"utn.frsf.cidisi.idemia.diagram.part.IdemiaDiagramEditorID",1557956351315
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1557956907428
activated,editor,utn.frsf.cidisi.idemia.diagram,1.0.0.201011251812,"utn.frsf.cidisi.idemia.diagram.part.IdemiaDiagramEditorID",1557956979124
activated,editor,utn.frsf.cidisi.idemia.diagram,1.0.0.201011251812,"utn.frsf.cidisi.idemia.diagram.part.IdemiaDiagramEditorID",1557956980695
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1557957265208
activated,editor,utn.frsf.cidisi.idemia.diagram,1.0.0.201011251812,"utn.frsf.cidisi.idemia.diagram.part.IdemiaDiagramEditorID",1557957343518
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1557957439751
opened,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1557957447111
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1557957447557
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1557957465655
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1557957465746
opened,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1557957466383
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1557957466481
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1557957498985
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1557957532177
opened,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1557957537850
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1557957538030
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1557957590783
opened,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1557957591144
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1557957591447
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1557957643190
opened,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1557957643526
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1557957643814
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1557957661628
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1557957844462
opened,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1557957844788
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1557957845048
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1557957853864
opened,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1557957867364
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1557957867663
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1557958234958
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1557958242910
activated,editor,utn.frsf.cidisi.idemia.diagram,1.0.0.201011251812,"utn.frsf.cidisi.idemia.diagram.part.IdemiaDiagramEditorID",1557958243508
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1557958243839
activated,editor,utn.frsf.cidisi.idemia.diagram,1.0.0.201011251812,"utn.frsf.cidisi.idemia.diagram.part.IdemiaDiagramEditorID",1557958245147
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1557958539438
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1557958540356
activated,editor,utn.frsf.cidisi.idemia.diagram,1.0.0.201011251812,"utn.frsf.cidisi.idemia.diagram.part.IdemiaDiagramEditorID",1557958552153
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1557958555794
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1557958558018
closed,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1557958558863
stopped,bundle,org.eclipse.uml2.diagram.codegen.edit,0.9.0.v200906190654,"org.eclipse.uml2.diagram.codegen.edit",1557958559484
stopped,bundle,org.eclipse.uml2.diagram.codegen,0.9.0.v200906190654,"org.eclipse.uml2.diagram.codegen",1557958559485
stopped,bundle,org.eclipse.gmf.codegen.ui,1.1.100.v20090424-1042,"org.eclipse.gmf.codegen.ui",1557958559486
stopped,bundle,org.eclipse.m2m.qvt.oml.ui,2.0.0.v20090526-1940,"org.eclipse.m2m.qvt.oml.ui",1557958559487
stopped,bundle,org.eclipse.mylyn.pde.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.pde.ui",1557958559553
stopped,bundle,org.eclipse.pde.api.tools.ui,1.0.100.v20090526,"org.eclipse.pde.api.tools.ui",1557958559555
